paises;quantidade_kg;valor;categorias;ano
Antígua e Barbuda;419;1.866;Vinhos de mesa;2021
Antilhas Holandesas;-;-;Vinhos de mesa;2021
Argentina;480;3.232;Vinhos de mesa;2021
Aruba;-;-;Vinhos de mesa;2021
Austrália;1.424;12.299;Vinhos de mesa;2021
Áustria;6;212;Vinhos de mesa;2021
Bahamas;1.215;5.799;Vinhos de mesa;2021
Bangladesh;7;84;Vinhos de mesa;2021
Barbados;220;1.145;Vinhos de mesa;2021
Barein;979;2.789;Vinhos de mesa;2021
Bélgica;828;6.145;Vinhos de mesa;2021
Belice;-;-;Vinhos de mesa;2021
Benin;-;-;Vinhos de mesa;2021
Bolívia;32.530;49.011;Vinhos de mesa;2021
Bósnia-Herzegovina;-;-;Vinhos de mesa;2021
Brasil;2.504;952;Vinhos de mesa;2021
Bulgária;5;31;Vinhos de mesa;2021
Cabo Verde;-;-;Vinhos de mesa;2021
Camarões;-;-;Vinhos de mesa;2021
Canadá;1.183;5.784;Vinhos de mesa;2021
Catar;-;-;Vinhos de mesa;2021
Cayman, Ilhas;160;958;Vinhos de mesa;2021
Chile;2.094;7.986;Vinhos de mesa;2021
China;105.395;404.647;Vinhos de mesa;2021
Chipre;1.521;4.458;Vinhos de mesa;2021
Cingapura;-;-;Vinhos de mesa;2021
Cocos (Keeling), Ilhas;26;60;Vinhos de mesa;2021
Colômbia;8.217;14.068;Vinhos de mesa;2021
Comores;-;-;Vinhos de mesa;2021
Congo;-;-;Vinhos de mesa;2021
Coreia, Republica Sul;77;257;Vinhos de mesa;2021
Costa do Marfim;-;-;Vinhos de mesa;2021
Costa Rica;-;-;Vinhos de mesa;2021
Croácia;34;484;Vinhos de mesa;2021
Cuba;16;6;Vinhos de mesa;2021
Curaçao;40.673;66.950;Vinhos de mesa;2021
Dinamarca;2;6;Vinhos de mesa;2021
Dominica;1.485;2.223;Vinhos de mesa;2021
El Salvador;-;-;Vinhos de mesa;2021
Emirados Arabes Unidos;4.781;85.465;Vinhos de mesa;2021
Equador;135;210;Vinhos de mesa;2021
Eslovaca, Republica;-;-;Vinhos de mesa;2021
Espanha;-;-;Vinhos de mesa;2021
Estados Unidos;220.373;447.893;Vinhos de mesa;2021
Estônia;-;-;Vinhos de mesa;2021
Filipinas;375;790;Vinhos de mesa;2021
Finlândia;-;-;Vinhos de mesa;2021
França;5.694;25.008;Vinhos de mesa;2021
Gana;35.949;49.304;Vinhos de mesa;2021
Gibraltar;-;-;Vinhos de mesa;2021
Granada;5.610;7.914;Vinhos de mesa;2021
Grécia;920;2.426;Vinhos de mesa;2021
Guatemala;1.283;5.350;Vinhos de mesa;2021
Guiana;2.064;5.823;Vinhos de mesa;2021
Guiana Francesa;22;18;Vinhos de mesa;2021
Guine Bissau;-;-;Vinhos de mesa;2021
Guine Equatorial;-;-;Vinhos de mesa;2021
Haiti;553.503;741.014;Vinhos de mesa;2021
Honduras;-;-;Vinhos de mesa;2021
Hong Kong;9.371;38.218;Vinhos de mesa;2021
Hungria;-;-;Vinhos de mesa;2021
Ilha de Man;165;641;Vinhos de mesa;2021
Ilhas Virgens;-;-;Vinhos de mesa;2021
India;247;1.021;Vinhos de mesa;2021
Indonésia;-;-;Vinhos de mesa;2021
Irã;47;90;Vinhos de mesa;2021
Iraque;-;-;Vinhos de mesa;2021
Irlanda;-;-;Vinhos de mesa;2021
Itália;1.129;6.151;Vinhos de mesa;2021
Jamaica;-;-;Vinhos de mesa;2021
Japão;37.324;82.208;Vinhos de mesa;2021
Jordânia;-;-;Vinhos de mesa;2021
Letônia;-;-;Vinhos de mesa;2021
Líbano;-;-;Vinhos de mesa;2021
Libéria;9.145;34.815;Vinhos de mesa;2021
Luxemburgo;36;802;Vinhos de mesa;2021
Malásia;-;-;Vinhos de mesa;2021
Malta;3.127;15.587;Vinhos de mesa;2021
Marshall, Ilhas;7.240;27.178;Vinhos de mesa;2021
Mauritânia;-;-;Vinhos de mesa;2021
México;6;33;Vinhos de mesa;2021
Moçambique;383;1.927;Vinhos de mesa;2021
Montenegro;-;-;Vinhos de mesa;2021
Namibia;-;-;Vinhos de mesa;2021
Nicaragua;-;-;Vinhos de mesa;2021
Nigéria;32.234;50.283;Vinhos de mesa;2021
Noruega;2.711;40.316;Vinhos de mesa;2021
Nova Caledônia;-;-;Vinhos de mesa;2021
Nova Zelândia;63;156;Vinhos de mesa;2021
Omã;194;670;Vinhos de mesa;2021
Países Baixos;7.034;37.240;Vinhos de mesa;2021
Panamá;11.490;49.392;Vinhos de mesa;2021
Paraguai;5.076.670;7.156.293;Vinhos de mesa;2021
Peru;-;-;Vinhos de mesa;2021
Polônia;-;-;Vinhos de mesa;2021
Porto Rico;-;-;Vinhos de mesa;2021
Portugal;1.918;7.613;Vinhos de mesa;2021
Quênia;1.440;2.080;Vinhos de mesa;2021
Reino Unido;18.835;138.154;Vinhos de mesa;2021
República Dominicana;-;-;Vinhos de mesa;2021
Rússia;66.046;118.618;Vinhos de mesa;2021
São Tomé e Príncipe;-;-;Vinhos de mesa;2021
São Vicente e Granadinas;20;51;Vinhos de mesa;2021
Senegal;-;-;Vinhos de mesa;2021
Serra Leoa;8.101;15.182;Vinhos de mesa;2021
Singapura;4.322;15.434;Vinhos de mesa;2021
Suazilândia;-;-;Vinhos de mesa;2021
Suécia;5;18;Vinhos de mesa;2021
Suíça;1.584;20.863;Vinhos de mesa;2021
Suriname;1.225;3.360;Vinhos de mesa;2021
Tailândia;432;1.713;Vinhos de mesa;2021
Taiwan (FORMOSA);25;277;Vinhos de mesa;2021
Tanzânia;-;-;Vinhos de mesa;2021
Tcheca, República;1.305;9.997;Vinhos de mesa;2021
Togo;17.317;25.608;Vinhos de mesa;2021
Trinidade Tobago;-;-;Vinhos de mesa;2021
Tunísia;-;-;Vinhos de mesa;2021
Turquia;418;503;Vinhos de mesa;2021
Tuvalu;-;-;Vinhos de mesa;2021
Uruguai;637.117;997.367;Vinhos de mesa;2021
Vanuatu;-;-;Vinhos de mesa;2021
Venezuela;23.220;32.351;Vinhos de mesa;2021
Vietnã;130;277;Vinhos de mesa;2021
Total;7.025.983;10.945.282;Vinhos de mesa;2021
Alemanha;1.164;6.560;Espumantes;2021
Angola;26.383;141.588;Espumantes;2021
Antigua e Barbuda;65;146;Espumantes;2021
Antilhas Holandesas;-;-;Espumantes;2021
Argentina;-;-;Espumantes;2021
Aruba;-;-;Espumantes;2021
Australia;-;-;Espumantes;2021
Bahamas;56;194;Espumantes;2021
Bangladesh;-;-;Espumantes;2021
Barbados;25;101;Espumantes;2021
Belgica;-;-;Espumantes;2021
Benin;-;-;Espumantes;2021
Bermudas;12;58;Espumantes;2021
Bolívia;22.307;70.416;Espumantes;2021
Bósnia-Herzegovina;-;-;Espumantes;2021
Bulgaria;-;-;Espumantes;2021
Cabo Verde;-;-;Espumantes;2021
Camarões;-;-;Espumantes;2021
Canada;62;347;Espumantes;2021
Catar;-;-;Espumantes;2021
Cayman, Ilhas;-;-;Espumantes;2021
Chile;4;19;Espumantes;2021
China;8.619;35.079;Espumantes;2021
Chipre;382;931;Espumantes;2021
Cingapura;-;-;Espumantes;2021
Colombia;15.396;56.227;Espumantes;2021
Coreia do Sul, Republica da;10;30;Espumantes;2021
Costa Rica;-;-;Espumantes;2021
Cuba;-;-;Espumantes;2021
Curaçao;3.487;15.494;Espumantes;2021
Dinamarca;-;-;Espumantes;2021
Dominica;594;1.461;Espumantes;2021
El Salvador;-;-;Espumantes;2021
Emirados Arabes Unidos;-;-;Espumantes;2021
Equador;135;500;Espumantes;2021
Espanha;-;-;Espumantes;2021
Estados Unidos;732.209;1.964.451;Espumantes;2021
Estonia;-;-;Espumantes;2021
Falkland (Malvinas);360;2.081;Espumantes;2021
Filipinas;77;389;Espumantes;2021
Filânldia;-;-;Espumantes;2021
França;772;4.308;Espumantes;2021
Gana;12.729;58.137;Espumantes;2021
Gibraltar;-;-;Espumantes;2021
Granada;1.122;3.050;Espumantes;2021
Grêcia;38;177;Espumantes;2021
Guatemala;284;1.527;Espumantes;2021
Guiana;5.553;26.216;Espumantes;2021
Guiné Equatorial;-;-;Espumantes;2021
Guiné-Bissau;-;-;Espumantes;2021
Haiti;4.842;9.417;Espumantes;2021
Honduras;-;-;Espumantes;2021
Hong Kong;1.175;5.328;Espumantes;2021
Hungria;-;-;Espumantes;2021
Ilha de Man;2;20;Espumantes;2021
Índia;-;-;Espumantes;2021
Iraque;-;-;Espumantes;2021
Irlanda;6;22;Espumantes;2021
Islândia;-;-;Espumantes;2021
Italia;503;3.702;Espumantes;2021
Japão;2.970;12.049;Espumantes;2021
Jordânia;-;-;Espumantes;2021
Letonia;-;-;Espumantes;2021
Líbano;1.350;4.810;Espumantes;2021
Libéria;1.105;3.367;Espumantes;2021
Luxemburgo;-;-;Espumantes;2021
Maldivas;3.221;10.680;Espumantes;2021
Malta;191;822;Espumantes;2021
Marshall, Ilhas;1.154;3.438;Espumantes;2021
Montenegro;-;-;Espumantes;2021
Mexico;-;-;Espumantes;2021
Nicarágua;-;-;Espumantes;2021
Nigéria;6.705;32.586;Espumantes;2021
Noruega;483;9.852;Espumantes;2021
Nova Zelandia;-;-;Espumantes;2021
Paises Baixos (Holanda);707;6.038;Espumantes;2021
Panama;3.092;32.540;Espumantes;2021
Paraguai;48.160;183.187;Espumantes;2021
Peru;-;-;Espumantes;2021
Polonia;-;-;Espumantes;2021
Porto Rico;-;-;Espumantes;2021
Portugal;56;612;Espumantes;2021
Quenia;-;-;Espumantes;2021
Reino Unido;9.305;53.968;Espumantes;2021
Republica Dominicana;-;-;Espumantes;2021
Republica Tcheca;-;-;Espumantes;2021
Russia;990;5.280;Espumantes;2021
Serra Leoa;225;1.165;Espumantes;2021
Singapura;642;5.235;Espumantes;2021
Suecia;-;-;Espumantes;2021
Suiça;-;-;Espumantes;2021
Suriname;-;-;Espumantes;2021
Tailandia;17;107;Espumantes;2021
Taiwan (Formosa);901;4.141;Espumantes;2021
Trinidade e Tobago;-;-;Espumantes;2021
Turquia;2;17;Espumantes;2021
Uruguai;10.200;87.895;Espumantes;2021
Vanuatu;-;-;Espumantes;2021
Venezuela;-;-;Espumantes;2021
Vietnã;16;19;Espumantes;2021
Outros(1);-;-;Espumantes;2021
Total;929.865;2.865.784;Espumantes;2021
Africa do Sul;-;-;Uvas frescas;2021
Alemanha, República Democrática;559.012;1.213.303;Uvas frescas;2021
Angola;-;-;Uvas frescas;2021
Antígua e Barbuda;253;999;Uvas frescas;2021
Arabia Saudita;12.224;53.675;Uvas frescas;2021
Argélia;-;-;Uvas frescas;2021
Argentina;3.954.281;8.103.640;Uvas frescas;2021
Áustria;-;-;Uvas frescas;2021
Bahamas;3.035;10.694;Uvas frescas;2021
Bahrein;-;-;Uvas frescas;2021
Bangladesh;113;319;Uvas frescas;2021
Barbados;163;540;Uvas frescas;2021
Barein;316;1.159;Uvas frescas;2021
Bélgica;39.134;95.538;Uvas frescas;2021
Belize;117;248;Uvas frescas;2021
Bermudas;200;761;Uvas frescas;2021
Bolívia;132.736;67.397;Uvas frescas;2021
Bosnia;-;-;Uvas frescas;2021
Brasil;109;267;Uvas frescas;2021
Bulgária;-;-;Uvas frescas;2021
Burquina Faso;-;-;Uvas frescas;2021
Cabo Verde;-;-;Uvas frescas;2021
Camarões;50;149;Uvas frescas;2021
Camores;-;-;Uvas frescas;2021
Canadá;383.543;1.497.880;Uvas frescas;2021
Catar;28;75;Uvas frescas;2021
Cayman, Ilhas;277;1.145;Uvas frescas;2021
Chile;31;125;Uvas frescas;2021
China;945;2.708;Uvas frescas;2021
Chipre;1.867;4.345;Uvas frescas;2021
Cingapura;-;-;Uvas frescas;2021
Cocos (Keeling), Ilhas;32;55;Uvas frescas;2021
Colombia;13;32;Uvas frescas;2021
Congo;-;-;Uvas frescas;2021
Coreia do Norte;-;-;Uvas frescas;2021
Coreia do Sul;142;381;Uvas frescas;2021
Costa do Marfim;-;-;Uvas frescas;2021
Coveite;7.252;33.694;Uvas frescas;2021
Croácia;20;28;Uvas frescas;2021
Curaçao;-;-;Uvas frescas;2021
Dinamarca;26.792;50.928;Uvas frescas;2021
Djibuti;-;-;Uvas frescas;2021
Egito;-;-;Uvas frescas;2021
Emirados Arabes Unidos;116.384;401.362;Uvas frescas;2021
Eslovenia;-;-;Uvas frescas;2021
Espanha;3.504.580;6.022.297;Uvas frescas;2021
Estados Unidos;9.634.362;26.805.893;Uvas frescas;2021
Falkland (Ilhas Malvinas);60;61;Uvas frescas;2021
Faroé, Ilhas;-;-;Uvas frescas;2021
Filipinas;137;455;Uvas frescas;2021
Finlândia;-;-;Uvas frescas;2021
França;200;892;Uvas frescas;2021
Gabão;20;53;Uvas frescas;2021
Gana;-;-;Uvas frescas;2021
Georgia;-;-;Uvas frescas;2021
Gibraltar;125;480;Uvas frescas;2021
Grêcia;2.536;6.949;Uvas frescas;2021
Guadalupe;-;-;Uvas frescas;2021
Guiana;3.902;12.934;Uvas frescas;2021
Guiana Francesa;-;-;Uvas frescas;2021
Guine Equatorial;-;-;Uvas frescas;2021
Honduras;-;-;Uvas frescas;2021
Hong Kong;11.130;81.767;Uvas frescas;2021
Ilha de Man;124;459;Uvas frescas;2021
Ilhas Virgens;-;-;Uvas frescas;2021
Índia;548;1.576;Uvas frescas;2021
Indonésia;40;103;Uvas frescas;2021
Irã;70;182;Uvas frescas;2021
Irlanda;1.412.302;3.175.487;Uvas frescas;2021
Islandia;-;-;Uvas frescas;2021
Itália;269;984;Uvas frescas;2021
Japão;377;1.270;Uvas frescas;2021
Jérsei;-;-;Uvas frescas;2021
Jordânia;40;116;Uvas frescas;2021
Letonia;20;84;Uvas frescas;2021
Líbano;-;-;Uvas frescas;2021
Libéria;10.296;36.932;Uvas frescas;2021
Líbia;-;-;Uvas frescas;2021
Lituania;30.168;65.259;Uvas frescas;2021
Luxemburgo;53;242;Uvas frescas;2021
Malasia;70;276;Uvas frescas;2021
Malta;3.766;13.755;Uvas frescas;2021
Marrocos;20;66;Uvas frescas;2021
Marshall, Ilhas;14.389;50.525;Uvas frescas;2021
Martinica;-;-;Uvas frescas;2021
Mauricio;-;-;Uvas frescas;2021
Mauritânia;-;-;Uvas frescas;2021
Mexico;-;-;Uvas frescas;2021
Mônaco;-;-;Uvas frescas;2021
Mongólia;-;-;Uvas frescas;2021
Montenegro;-;-;Uvas frescas;2021
Nigéria;-;-;Uvas frescas;2021
Noruega;381.020;594.883;Uvas frescas;2021
Omã;100;311;Uvas frescas;2021
Países Baixos;18.874.963;36.345.317;Uvas frescas;2021
Panamá;10.006;34.309;Uvas frescas;2021
Paquistão;50;206;Uvas frescas;2021
Paraguai;-;-;Uvas frescas;2021
Polonia;20;50;Uvas frescas;2021
Porto Rico;-;-;Uvas frescas;2021
Portugal;1.943;7.713;Uvas frescas;2021
Reino Unido;-;-;Uvas frescas;2021
Republica Dominicana;-;-;Uvas frescas;2021
Romênia;13.194.790;28.569.636;Uvas frescas;2021
Russia,  Federação da;14.440;32.576;Uvas frescas;2021
Samoa Americana;8;18;Uvas frescas;2021
São Tomé e Principe;-;-;Uvas frescas;2021
São Vicente e Granadinas;53;163;Uvas frescas;2021
Serra Leoa;1;4;Uvas frescas;2021
Senegal;-;-;Uvas frescas;2021
Singapura;16.664;140.893;Uvas frescas;2021
Sri Lanka;-;-;Uvas frescas;2021
Suécia;13;45;Uvas frescas;2021
Suíça;2.604;32.752;Uvas frescas;2021
Suriname;-;-;Uvas frescas;2021
Tailândia;811;3.426;Uvas frescas;2021
Taiwan;40;123;Uvas frescas;2021
Togo;-;-;Uvas frescas;2021
Trindade e Tobago;-;-;Uvas frescas;2021
Turcas e Caicos, ilhas;-;-;Uvas frescas;2021
Turquia;194;642;Uvas frescas;2021
Tuvalu;-;-;Uvas frescas;2021
Uruguai;194.634;336.671;Uvas frescas;2021
Vanuatu;80;244;Uvas frescas;2021
Venezuela;-;-;Uvas frescas;2021
Vietnã;60;260;Uvas frescas;2021
Provisão de Navios e Aeronaves;-;-;Uvas frescas;2021
Total;52.561.167;113.920.786;Uvas frescas;2021
África do Sul;34.344;49.753;Suco de uva;2021
Alemanha, República Democrática da;5;24;Suco de uva;2021
Angola;86.536;91.839;Suco de uva;2021
Antígua e Barbuda;48;57;Suco de uva;2021
Antilhas Holandesas;-;-;Suco de uva;2021
Arábia Saudita;-;-;Suco de uva;2021
Argélia;-;-;Suco de uva;2021
Argentina;1.060;4.845;Suco de uva;2021
Aruba;-;-;Suco de uva;2021
Austrália;15.499;34.539;Suco de uva;2021
Áustria;-;-;Suco de uva;2021
Bahamas;1.374;2.511;Suco de uva;2021
Bangladesh;48;68;Suco de uva;2021
Barbados;153;362;Suco de uva;2021
Barein;24;7;Suco de uva;2021
Bélgica;3.210;7.586;Suco de uva;2021
Belize;45;333;Suco de uva;2021
Benin;-;-;Suco de uva;2021
Bermudas;-;-;Suco de uva;2021
Birmânia;-;-;Suco de uva;2021
Bolívia;22.695;29.041;Suco de uva;2021
Cabo Verde;-;-;Suco de uva;2021
Camarões;-;-;Suco de uva;2021
Canadá;43.210;105.551;Suco de uva;2021
Catar;-;-;Suco de uva;2021
Cayman, Ilhas;396;445;Suco de uva;2021
Chile;2.923;1.932;Suco de uva;2021
China;1.212.412;2.226.651;Suco de uva;2021
Chipre;114;142;Suco de uva;2021
Cingapura;-;-;Suco de uva;2021
Colômbia;-;-;Suco de uva;2021
Congo;-;-;Suco de uva;2021
Coreia do Sul;39.780;64.740;Suco de uva;2021
Costa do Marfim;-;-;Suco de uva;2021
Costa Rica;-;-;Suco de uva;2021
Coveite;-;-;Suco de uva;2021
Cuba;-;-;Suco de uva;2021
Curaçao;403;802;Suco de uva;2021
Dinamarca;36;27;Suco de uva;2021
Dominica, Ilha de;-;-;Suco de uva;2021
El Salvador;-;-;Suco de uva;2021
Emirados Árabes Unidos;-;-;Suco de uva;2021
Equador;13.800;17.716;Suco de uva;2021
Espanha;-;-;Suco de uva;2021
Estados Unidos;431.004;848.282;Suco de uva;2021
Falkland (Malvinas);-;-;Suco de uva;2021
Filipinas;12.389;12.734;Suco de uva;2021
Finlândia;45;89;Suco de uva;2021
França;2;1;Suco de uva;2021
Gana;35.559;55.463;Suco de uva;2021
Gibraltar;48;46;Suco de uva;2021
Granada;120;167;Suco de uva;2021
Grêcia;144;160;Suco de uva;2021
Guatemala;-;-;Suco de uva;2021
Guiana;6;19;Suco de uva;2021
Guiana Francesa;90;46;Suco de uva;2021
Guiné Bissau;-;-;Suco de uva;2021
Guine Equatorial;-;-;Suco de uva;2021
Haiti;267;36;Suco de uva;2021
Hong Kong;15.159;28.840;Suco de uva;2021
Hungria;-;-;Suco de uva;2021
Ilha de Man;24;25;Suco de uva;2021
India;220;496;Suco de uva;2021
Indonêsia;-;-;Suco de uva;2021
Irã;-;-;Suco de uva;2021
Iraque;-;-;Suco de uva;2021
Irlanda;3.728;5.977;Suco de uva;2021
Israel;-;-;Suco de uva;2021
Itália;6.120;13.764;Suco de uva;2021
Iugoslâvia;-;-;Suco de uva;2021
Jamaica;-;-;Suco de uva;2021
Japão;2.187.768;4.777.682;Suco de uva;2021
Líbano;-;-;Suco de uva;2021
Libêria;1.618;2.054;Suco de uva;2021
Líbia;265.152;278.404;Suco de uva;2021
Luxemburgo;24;23;Suco de uva;2021
Malásia;16.695;36.729;Suco de uva;2021
Malta;915;1.564;Suco de uva;2021
Marshall, Ilhas;4.002;6.122;Suco de uva;2021
Mauritânia;-;-;Suco de uva;2021
México;4.516;10.837;Suco de uva;2021
Moçambique;-;-;Suco de uva;2021
Mônaco;-;-;Suco de uva;2021
Montenegro;-;-;Suco de uva;2021
Namíbia;-;-;Suco de uva;2021
Nigéria;1.530;2.430;Suco de uva;2021
Noruega;590;1.034;Suco de uva;2021
Nova Caledônia;-;-;Suco de uva;2021
Nova Zelândia;791;1.741;Suco de uva;2021
Países Baixos;793;1.498;Suco de uva;2021
Panamá;5.146;8.912;Suco de uva;2021
Paquistão;-;-;Suco de uva;2021
Paraguai;167.679;196.541;Suco de uva;2021
Peru;38.173;81.563;Suco de uva;2021
Polônia;-;-;Suco de uva;2021
Porto Rico;24.380;53.636;Suco de uva;2021
Portugal;146.637;133.524;Suco de uva;2021
Quênia;-;-;Suco de uva;2021
Reino Unido;6.412;13.508;Suco de uva;2021
República Centro Africana;-;-;Suco de uva;2021
República Dominicana;25.440;80.791;Suco de uva;2021
República Federativa da Rússia;-;-;Suco de uva;2021
Rússia;24;37;Suco de uva;2021
São Tomé e Príncipe;-;-;Suco de uva;2021
Senegal;-;-;Suco de uva;2021
Serra Leoa;-;-;Suco de uva;2021
Singapura;1.449;2.509;Suco de uva;2021
Sri Lanka;-;-;Suco de uva;2021
Suécia;-;-;Suco de uva;2021
Suíça;144;155;Suco de uva;2021
Suriname;2.650;6.758;Suco de uva;2021
Tailândia;-;-;Suco de uva;2021
Taiwan (Formosa);33.375;93.988;Suco de uva;2021
Tanzânia;-;-;Suco de uva;2021
Tcheca, República;-;-;Suco de uva;2021
Togo;-;-;Suco de uva;2021
Trinidade e Tobago;-;-;Suco de uva;2021
Turquia;-;-;Suco de uva;2021
Uruguai;-;-;Suco de uva;2021
Vanuatu;12;9;Suco de uva;2021
Venezuela;-;-;Suco de uva;2021
Total;4.918.955;9.397.165;Suco de uva;2021
Afeganistão;-;-;Vinhos de mesa;2022
África do Sul;-;-;Vinhos de mesa;2022
Alemanha, República Democrática;7.630;45.367;Vinhos de mesa;2022
Angola;4.068;4.761;Vinhos de mesa;2022
Anguilla;-;-;Vinhos de mesa;2022
Antígua e Barbuda;419;1.866;Vinhos de mesa;2022
Antilhas Holandesas;-;-;Vinhos de mesa;2022
Argentina;480;3.232;Vinhos de mesa;2022
Aruba;-;-;Vinhos de mesa;2022
Austrália;1.424;12.299;Vinhos de mesa;2022
Áustria;6;212;Vinhos de mesa;2022
Bahamas;1.215;5.799;Vinhos de mesa;2022
Bangladesh;7;84;Vinhos de mesa;2022
Barbados;220;1.145;Vinhos de mesa;2022
Barein;979;2.789;Vinhos de mesa;2022
Bélgica;828;6.145;Vinhos de mesa;2022
Belice;-;-;Vinhos de mesa;2022
Benin;-;-;Vinhos de mesa;2022
Bolívia;32.530;49.011;Vinhos de mesa;2022
Bósnia-Herzegovina;-;-;Vinhos de mesa;2022
Brasil;2.504;952;Vinhos de mesa;2022
Bulgária;5;31;Vinhos de mesa;2022
Cabo Verde;-;-;Vinhos de mesa;2022
Camarões;-;-;Vinhos de mesa;2022
Canadá;1.183;5.784;Vinhos de mesa;2022
Catar;-;-;Vinhos de mesa;2022
Cayman, Ilhas;160;958;Vinhos de mesa;2022
Chile;2.094;7.986;Vinhos de mesa;2022
China;105.395;404.647;Vinhos de mesa;2022
Chipre;1.521;4.458;Vinhos de mesa;2022
Cingapura;-;-;Vinhos de mesa;2022
Cocos (Keeling), Ilhas;26;60;Vinhos de mesa;2022
Colômbia;8.217;14.068;Vinhos de mesa;2022
Comores;-;-;Vinhos de mesa;2022
Congo;-;-;Vinhos de mesa;2022
Coreia, Republica Sul;77;257;Vinhos de mesa;2022
Costa do Marfim;-;-;Vinhos de mesa;2022
Costa Rica;-;-;Vinhos de mesa;2022
Croácia;34;484;Vinhos de mesa;2022
Cuba;16;6;Vinhos de mesa;2022
Curaçao;40.673;66.950;Vinhos de mesa;2022
Dinamarca;2;6;Vinhos de mesa;2022
Dominica;1.485;2.223;Vinhos de mesa;2022
El Salvador;-;-;Vinhos de mesa;2022
Emirados Arabes Unidos;4.781;85.465;Vinhos de mesa;2022
Equador;135;210;Vinhos de mesa;2022
Eslovaca, Republica;-;-;Vinhos de mesa;2022
Espanha;-;-;Vinhos de mesa;2022
Estados Unidos;220.373;447.893;Vinhos de mesa;2022
Estônia;-;-;Vinhos de mesa;2022
Filipinas;375;790;Vinhos de mesa;2022
Finlândia;-;-;Vinhos de mesa;2022
França;5.694;25.008;Vinhos de mesa;2022
Gana;35.949;49.304;Vinhos de mesa;2022
Gibraltar;-;-;Vinhos de mesa;2022
Granada;5.610;7.914;Vinhos de mesa;2022
Grécia;920;2.426;Vinhos de mesa;2022
Guatemala;1.283;5.350;Vinhos de mesa;2022
Guiana;2.064;5.823;Vinhos de mesa;2022
Guiana Francesa;22;18;Vinhos de mesa;2022
Guine Bissau;-;-;Vinhos de mesa;2022
Guine Equatorial;-;-;Vinhos de mesa;2022
Haiti;553.503;741.014;Vinhos de mesa;2022
Honduras;-;-;Vinhos de mesa;2022
Hong Kong;9.371;38.218;Vinhos de mesa;2022
Hungria;-;-;Vinhos de mesa;2022
Ilha de Man;165;641;Vinhos de mesa;2022
Ilhas Virgens;-;-;Vinhos de mesa;2022
India;247;1.021;Vinhos de mesa;2022
Indonésia;-;-;Vinhos de mesa;2022
Irã;47;90;Vinhos de mesa;2022
Iraque;-;-;Vinhos de mesa;2022
Irlanda;-;-;Vinhos de mesa;2022
Itália;1.129;6.151;Vinhos de mesa;2022
Jamaica;-;-;Vinhos de mesa;2022
Japão;37.324;82.208;Vinhos de mesa;2022
Jordânia;-;-;Vinhos de mesa;2022
Letônia;-;-;Vinhos de mesa;2022
Líbano;-;-;Vinhos de mesa;2022
Libéria;9.145;34.815;Vinhos de mesa;2022
Luxemburgo;36;802;Vinhos de mesa;2022
Malásia;-;-;Vinhos de mesa;2022
Malta;3.127;15.587;Vinhos de mesa;2022
Marshall, Ilhas;7.240;27.178;Vinhos de mesa;2022
Mauritânia;-;-;Vinhos de mesa;2022
México;6;33;Vinhos de mesa;2022
Moçambique;383;1.927;Vinhos de mesa;2022
Montenegro;-;-;Vinhos de mesa;2022
Namibia;-;-;Vinhos de mesa;2022
Nicaragua;-;-;Vinhos de mesa;2022
Nigéria;32.234;50.283;Vinhos de mesa;2022
Noruega;2.711;40.316;Vinhos de mesa;2022
Nova Caledônia;-;-;Vinhos de mesa;2022
Nova Zelândia;63;156;Vinhos de mesa;2022
Omã;194;670;Vinhos de mesa;2022
Países Baixos;7.034;37.240;Vinhos de mesa;2022
Panamá;11.490;49.392;Vinhos de mesa;2022
Paraguai;5.076.670;7.156.293;Vinhos de mesa;2022
Peru;-;-;Vinhos de mesa;2022
Polônia;-;-;Vinhos de mesa;2022
Porto Rico;-;-;Vinhos de mesa;2022
Portugal;1.918;7.613;Vinhos de mesa;2022
Quênia;1.440;2.080;Vinhos de mesa;2022
Reino Unido;18.835;138.154;Vinhos de mesa;2022
República Dominicana;-;-;Vinhos de mesa;2022
Rússia;66.046;118.618;Vinhos de mesa;2022
São Tomé e Príncipe;-;-;Vinhos de mesa;2022
São Vicente e Granadinas;20;51;Vinhos de mesa;2022
Senegal;-;-;Vinhos de mesa;2022
Serra Leoa;8.101;15.182;Vinhos de mesa;2022
Singapura;4.322;15.434;Vinhos de mesa;2022
Suazilândia;-;-;Vinhos de mesa;2022
Suécia;5;18;Vinhos de mesa;2022
Suíça;1.584;20.863;Vinhos de mesa;2022
Suriname;1.225;3.360;Vinhos de mesa;2022
Tailândia;432;1.713;Vinhos de mesa;2022
Taiwan (FORMOSA);25;277;Vinhos de mesa;2022
Tanzânia;-;-;Vinhos de mesa;2022
Tcheca, República;1.305;9.997;Vinhos de mesa;2022
Togo;17.317;25.608;Vinhos de mesa;2022
Trinidade Tobago;-;-;Vinhos de mesa;2022
Tunísia;-;-;Vinhos de mesa;2022
Turquia;418;503;Vinhos de mesa;2022
Tuvalu;-;-;Vinhos de mesa;2022
Uruguai;637.117;997.367;Vinhos de mesa;2022
Vanuatu;-;-;Vinhos de mesa;2022
Venezuela;23.220;32.351;Vinhos de mesa;2022
Vietnã;130;277;Vinhos de mesa;2022
Total;7.025.983;10.945.282;Vinhos de mesa;2022
Alemanha;1.164;6.560;Espumantes;2022
